year,product,Hs02 ID,PCI_hs02,Hs07 Product,PCI_hs07,Right4Char,component
2003,Semi-finished products of iron or non-alloy steel.,157207,-0.584521,,,7207,Forgings
2004,Semi-finished products of iron or non-alloy steel.,157207,-0.439,,,7207,Forgings
2005,Semi-finished products of iron or non-alloy steel.,157207,-0.357,,,7207,Forgings
2006,Semi-finished products of iron or non-alloy steel.,157207,0.135,,,7207,Forgings
2007,Semi-finished products of iron or non-alloy steel.,157207,0.057,,,7207,Forgings
2008,Semi-finished products of iron or non-alloy steel.,157207,-0.153,157207,-0.108965,7207,Forgings
2009,Semi-finished products of iron or non-alloy steel.,157207,0.016,157207,-0.318,7207,Forgings
2010,Semi-finished products of iron or non-alloy steel.,157207,-0.065,157207,-0.181,7207,Forgings
2011,Semi-finished products of iron or non-alloy steel.,157207,-0.11,157207,-0.031,7207,Forgings
2012,Semi-finished products of iron or non-alloy steel.,157207,-0.192,157207,-0.222,7207,Forgings
2013,Semi-finished products of iron or non-alloy steel.,157207,-0.275,157207,-0.355,7207,Forgings
2014,Semi-finished products of iron or non-alloy steel.,157207,-0.023,157207,-0.064,7207,Forgings
2015,Semi-finished products of iron or non-alloy steel.,157207,-0.206,157207,-0.215,7207,Forgings
2016,Semi-finished products of iron or non-alloy steel.,157207,-0.555,157207,-0.564,7207,Forgings
2017,Semi-finished products of iron or non-alloy steel.,157207,-0.981,157207,-0.89,7207,Forgings
2003,"Other bars and rods of iron or non-alloy steel, not further worked than for ...",157214,-1.05291,,,7214,Forgings
2004,"Other bars and rods of iron or non-alloy steel, not further worked than for ...",157214,-0.924,,,7214,Forgings
2005,"Other bars and rods of iron or non-alloy steel, not further worked than for ...",157214,-1.104,,,7214,Forgings
2006,"Other bars and rods of iron or non-alloy steel, not further worked than for ...",157214,-1.053,,,7214,Forgings
2007,"Other bars and rods of iron or non-alloy steel, not further worked than for ...",157214,-0.764,,,7214,Forgings
2008,"Other bars and rods of iron or non-alloy steel, not further worked than for ...",157214,-0.983,157214,-0.707042,7214,Forgings
2009,"Other bars and rods of iron or non-alloy steel, not further worked than for ...",157214,-0.981,157214,-0.976,7214,Forgings
2010,"Other bars and rods of iron or non-alloy steel, not further worked than for ...",157214,-0.961,157214,-0.948,7214,Forgings
2011,"Other bars and rods of iron or non-alloy steel, not further worked than for ...",157214,-1.188,157214,-1.068,7214,Forgings
2012,"Other bars and rods of iron or non-alloy steel, not further worked than for ...",157214,-1.064,157214,-0.852,7214,Forgings
2013,"Other bars and rods of iron or non-alloy steel, not further worked than for ...",157214,-0.772,157214,-0.812,7214,Forgings
2014,"Other bars and rods of iron or non-alloy steel, not further worked than for ...",157214,-1.078,157214,-1.072,7214,Forgings
2015,"Other bars and rods of iron or non-alloy steel, not further worked than for ...",157214,-1.013,157214,-1.023,7214,Forgings
2016,"Other bars and rods of iron or non-alloy steel, not further worked than for ...",157214,-0.959,157214,-0.96,7214,Forgings
2017,"Other bars and rods of iron or non-alloy steel, not further worked than for ...",157214,-1.134,157214,-1.14,7214,Forgings
2003,Other bars and rods of other alloy steel;,157228,0.763885,,,7228,Forgings
2004,Other bars and rods of other alloy steel;,157228,0.693,,,7228,Forgings
2005,Other bars and rods of other alloy steel;,157228,0.488,,,7228,Forgings
2006,Other bars and rods of other alloy steel;,157228,0.5,,,7228,Forgings
2007,Other bars and rods of other alloy steel;,157228,0.691,,,7228,Forgings
2008,Other bars and rods of other alloy steel;,157228,0.406,157228,0.327281,7228,Forgings
2009,Other bars and rods of other alloy steel;,157228,0.576,157228,0.367,7228,Forgings
2010,Other bars and rods of other alloy steel;,157228,0.759,157228,0.57,7228,Forgings
2011,Other bars and rods of other alloy steel;,157228,0.975,157228,0.695,7228,Forgings
2012,Other bars and rods of other alloy steel;,157228,0.912,157228,0.873,7228,Forgings
2013,Other bars and rods of other alloy steel;,157228,1.043,157228,0.862,7228,Forgings
2014,Other bars and rods of other alloy steel;,157228,1.039,157228,1.038,7228,Forgings
2015,Other bars and rods of other alloy steel;,157228,1.114,157228,1.109,7228,Forgings
2016,Other bars and rods of other alloy steel;,157228,0.898,157228,0.904,7228,Forgings
2017,Other bars and rods of other alloy steel;,157228,0.959,157228,0.961,7228,Forgings
2003,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or ...",157307,1.03073,,,7307,Forgings
2004,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or ...",157307,1.107,,,7307,Forgings
2005,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or ...",157307,0.708,,,7307,Forgings
2006,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or ...",157307,0.86,,,7307,Forgings
2007,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or ...",157307,1.123,,,7307,Forgings
2008,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or ...",157307,1.047,157307,1.06214,7307,Forgings
2009,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or ...",157307,0.738,157307,0.696,7307,Forgings
2010,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or ...",157307,0.805,157307,0.809,7307,Forgings
2011,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or ...",157307,0.699,157307,0.715,7307,Forgings
2012,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or ...",157307,0.985,157307,1.17,7307,Forgings
2013,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or ...",157307,1.02,157307,1.248,7307,Forgings
2014,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or ...",157307,1.348,157307,1.294,7307,Forgings
2015,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or ...",157307,1.345,157307,1.338,7307,Forgings
2016,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or ...",157307,1.414,157307,1.379,7307,Forgings
2017,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or ...",157307,1.303,157307,1.306,7307,Forgings
2003,Towers & lattice masts of iron/steel,15730820,-0.425408,,,730820,Tower
2004,Towers & lattice masts of iron/steel,15730820,-0.647,,,730820,Tower
2005,Towers & lattice masts of iron/steel,15730820,-0.891,,,730820,Tower
2006,Towers & lattice masts of iron/steel,15730820,-0.743,,,730820,Tower
2007,Towers & lattice masts of iron/steel,15730820,-0.669,,,730820,Tower
2008,Towers & lattice masts of iron/steel,15730820,-0.558,15730820,-0.692082,730820,Tower
2009,Towers & lattice masts of iron/steel,15730820,-0.776,15730820,-0.887,730820,Tower
2010,Towers & lattice masts of iron/steel,15730820,-0.598,15730820,-0.763,730820,Tower
2011,Towers & lattice masts of iron/steel,15730820,-0.842,15730820,-0.816,730820,Tower
2012,Towers & lattice masts of iron/steel,15730820,-0.601,15730820,-0.5,730820,Tower
2013,Towers & lattice masts of iron/steel,15730820,-0.514,15730820,-0.357,730820,Tower
2014,Towers & lattice masts of iron/steel,15730820,-0.54,15730820,-0.462,730820,Tower
2015,Towers & lattice masts of iron/steel,15730820,-0.869,15730820,-0.865,730820,Tower
2016,Towers & lattice masts of iron/steel,15730820,-0.508,15730820,-0.484,730820,Tower
2017,Towers & lattice masts of iron/steel,15730820,-0.634,15730820,-0.731,730820,Tower
2003,Structures...& parts of structures...of iron/steel (excl. of 7308.10-7308.4 ...,15730890,0.199212,,,730890,Tower
2004,Structures...& parts of structures...of iron/steel (excl. of 7308.10-7308.4 ...,15730890,0.178,,,730890,Tower
2005,Structures...& parts of structures...of iron/steel (excl. of 7308.10-7308.4 ...,15730890,0.226,,,730890,Tower
2006,Structures...& parts of structures...of iron/steel (excl. of 7308.10-7308.4 ...,15730890,0.108,,,730890,Tower
2007,Structures...& parts of structures...of iron/steel (excl. of 7308.10-7308.4 ...,15730890,0.265,,,730890,Tower
2008,Structures...& parts of structures...of iron/steel (excl. of 7308.10-7308.4 ...,15730890,0.131,15730890,0.08022,730890,Tower
2009,Structures...& parts of structures...of iron/steel (excl. of 7308.10-7308.4 ...,15730890,0.014,15730890,-0.095,730890,Tower
2010,Structures...& parts of structures...of iron/steel (excl. of 7308.10-7308.4 ...,15730890,-0.018,15730890,-0.034,730890,Tower
2011,Structures...& parts of structures...of iron/steel (excl. of 7308.10-7308.4 ...,15730890,0.002,15730890,-0.046,730890,Tower
2012,Structures...& parts of structures...of iron/steel (excl. of 7308.10-7308.4 ...,15730890,0.143,15730890,0.208,730890,Tower
2013,Structures...& parts of structures...of iron/steel (excl. of 7308.10-7308.4 ...,15730890,0.272,15730890,0.196,730890,Tower
2014,Structures...& parts of structures...of iron/steel (excl. of 7308.10-7308.4 ...,15730890,0.308,15730890,0.365,730890,Tower
2015,Structures...& parts of structures...of iron/steel (excl. of 7308.10-7308.4 ...,15730890,0.428,15730890,0.46,730890,Tower
2016,Structures...& parts of structures...of iron/steel (excl. of 7308.10-7308.4 ...,15730890,0.296,15730890,0.247,730890,Tower
2017,Structures...& parts of structures...of iron/steel (excl. of 7308.10-7308.4 ...,15730890,0.294,15730890,0.236,730890,Tower
2003,Other articles of iron or steel.,157326,0.911004,,,7326,Forgings
2004,Other articles of iron or steel.,157326,1.105,,,7326,Forgings
2005,Other articles of iron or steel.,157326,0.693,,,7326,Forgings
2006,Other articles of iron or steel.,157326,1.092,,,7326,Forgings
2007,Other articles of iron or steel.,157326,1.176,,,7326,Forgings
2008,Other articles of iron or steel.,157326,0.97,157326,0.851052,7326,Forgings
2009,Other articles of iron or steel.,157326,1.019,157326,0.747,7326,Forgings
2010,Other articles of iron or steel.,157326,0.675,157326,0.889,7326,Forgings
2011,Other articles of iron or steel.,157326,0.919,157326,1.125,7326,Forgings
2012,Other articles of iron or steel.,157326,0.939,157326,1.106,7326,Forgings
2013,Other articles of iron or steel.,157326,1.117,157326,1.1,7326,Forgings
2014,Other articles of iron or steel.,157326,1.072,157326,1.066,7326,Forgings
2015,Other articles of iron or steel.,157326,0.894,157326,0.887,7326,Forgings
2016,Other articles of iron or steel.,157326,0.979,157326,0.844,7326,Forgings
2017,Other articles of iron or steel.,157326,1.055,157326,0.945,7326,Forgings
2003,Parts of the engines & motors of 8412.10-8412.80,16841290,0.843091,,,841290,Blade
2004,Parts of the engines & motors of 8412.10-8412.80,16841290,0.693,,,841290,Blade
2005,Parts of the engines & motors of 8412.10-8412.80,16841290,0.748,,,841290,Blade
2006,Parts of the engines & motors of 8412.10-8412.80,16841290,1.047,,,841290,Blade
2007,Parts of the engines & motors of 8412.10-8412.80,16841290,1.429,,,841290,Blade
2008,Parts of the engines & motors of 8412.10-8412.80,16841290,0.99,16841290,1.06239,841290,Blade
2009,Parts of the engines & motors of 8412.10-8412.80,16841290,1.111,16841290,1.072,841290,Blade
2010,Parts of the engines & motors of 8412.10-8412.80,16841290,1.037,16841290,1.008,841290,Blade
2011,Parts of the engines & motors of 8412.10-8412.80,16841290,1.017,16841290,1.002,841290,Blade
2012,Parts of the engines & motors of 8412.10-8412.80,16841290,1.242,16841290,1.27,841290,Blade
2013,Parts of the engines & motors of 8412.10-8412.80,16841290,1.203,16841290,1.041,841290,Blade
2014,Parts of the engines & motors of 8412.10-8412.80,16841290,0.982,16841290,0.953,841290,Blade
2015,Parts of the engines & motors of 8412.10-8412.80,16841290,0.476,16841290,0.475,841290,Blade
2016,Parts of the engines & motors of 8412.10-8412.80,16841290,0.548,16841290,0.581,841290,Blade
2017,Parts of the engines & motors of 8412.10-8412.80,16841290,0.822,16841290,0.807,841290,Blade
2003,Ball bearings,16848210,0.450834,,,848210,Bearing
2004,Ball bearings,16848210,0.428,,,848210,Bearing
2005,Ball bearings,16848210,0.583,,,848210,Bearing
2006,Ball bearings,16848210,0.891,,,848210,Bearing
2007,Ball bearings,16848210,0.972,,,848210,Bearing
2008,Ball bearings,16848210,0.781,16848210,0.651088,848210,Bearing
2009,Ball bearings,16848210,0.51,16848210,0.401,848210,Bearing
2010,Ball bearings,16848210,0.738,16848210,0.704,848210,Bearing
2011,Ball bearings,16848210,0.592,16848210,0.703,848210,Bearing
2012,Ball bearings,16848210,0.733,16848210,0.648,848210,Bearing
2013,Ball bearings,16848210,0.902,16848210,0.899,848210,Bearing
2014,Ball bearings,16848210,0.757,16848210,0.751,848210,Bearing
2015,Ball bearings,16848210,0.821,16848210,0.815,848210,Bearing
2016,Ball bearings,16848210,0.769,16848210,0.771,848210,Bearing
2017,Ball bearings,16848210,0.717,16848210,0.719,848210,Bearing
2003,"Tapered roller bearings, incl. cone & tapered roller assemblies",16848220,0.763918,,,848220,Bearing
2004,"Tapered roller bearings, incl. cone & tapered roller assemblies",16848220,0.766,,,848220,Bearing
2005,"Tapered roller bearings, incl. cone & tapered roller assemblies",16848220,0.911,,,848220,Bearing
2006,"Tapered roller bearings, incl. cone & tapered roller assemblies",16848220,0.878,,,848220,Bearing
2007,"Tapered roller bearings, incl. cone & tapered roller assemblies",16848220,0.97,,,848220,Bearing
2008,"Tapered roller bearings, incl. cone & tapered roller assemblies",16848220,0.987,16848220,1.01029,848220,Bearing
2009,"Tapered roller bearings, incl. cone & tapered roller assemblies",16848220,0.954,16848220,0.86,848220,Bearing
2010,"Tapered roller bearings, incl. cone & tapered roller assemblies",16848220,1.223,16848220,1.168,848220,Bearing
2011,"Tapered roller bearings, incl. cone & tapered roller assemblies",16848220,1.389,16848220,1.212,848220,Bearing
2012,"Tapered roller bearings, incl. cone & tapered roller assemblies",16848220,1.13,16848220,1.048,848220,Bearing
2013,"Tapered roller bearings, incl. cone & tapered roller assemblies",16848220,1.373,16848220,1.323,848220,Bearing
2014,"Tapered roller bearings, incl. cone & tapered roller assemblies",16848220,1.2,16848220,1.186,848220,Bearing
2015,"Tapered roller bearings, incl. cone & tapered roller assemblies",16848220,1.169,16848220,1.161,848220,Bearing
2016,"Tapered roller bearings, incl. cone & tapered roller assemblies",16848220,0.999,16848220,0.982,848220,Bearing
2017,"Tapered roller bearings, incl. cone & tapered roller assemblies",16848220,1.301,16848220,1.298,848220,Bearing
2003,Spherical roller bearings,16848230,1.3517,,,848230,Bearing
2004,Spherical roller bearings,16848230,1.499,,,848230,Bearing
2005,Spherical roller bearings,16848230,1.545,,,848230,Bearing
2006,Spherical roller bearings,16848230,1.317,,,848230,Bearing
2007,Spherical roller bearings,16848230,1.703,,,848230,Bearing
2008,Spherical roller bearings,16848230,1.393,16848230,1.59142,848230,Bearing
2009,Spherical roller bearings,16848230,1.38,16848230,1.318,848230,Bearing
2010,Spherical roller bearings,16848230,1.756,16848230,1.7,848230,Bearing
2011,Spherical roller bearings,16848230,1.343,16848230,1.666,848230,Bearing
2012,Spherical roller bearings,16848230,1.691,16848230,1.672,848230,Bearing
2013,Spherical roller bearings,16848230,1.683,16848230,1.677,848230,Bearing
2014,Spherical roller bearings,16848230,1.063,16848230,1.044,848230,Bearing
2015,Spherical roller bearings,16848230,1.64,16848230,1.609,848230,Bearing
2016,Spherical roller bearings,16848230,1.045,16848230,1.042,848230,Bearing
2017,Spherical roller bearings,16848230,1.231,16848230,1.245,848230,Bearing
2003,Needle roller bearings,16848240,1.46766,,,848240,Bearing
2004,Needle roller bearings,16848240,1.622,,,848240,Bearing
2005,Needle roller bearings,16848240,1.922,,,848240,Bearing
2006,Needle roller bearings,16848240,1.956,,,848240,Bearing
2007,Needle roller bearings,16848240,1.755,,,848240,Bearing
2008,Needle roller bearings,16848240,1.521,16848240,1.39486,848240,Bearing
2009,Needle roller bearings,16848240,2.274,16848240,1.872,848240,Bearing
2010,Needle roller bearings,16848240,1.604,16848240,1.899,848240,Bearing
2011,Needle roller bearings,16848240,1.809,16848240,1.803,848240,Bearing
2012,Needle roller bearings,16848240,1.85,16848240,1.59,848240,Bearing
2013,Needle roller bearings,16848240,1.804,16848240,1.746,848240,Bearing
2014,Needle roller bearings,16848240,1.778,16848240,1.777,848240,Bearing
2015,Needle roller bearings,16848240,1.818,16848240,1.807,848240,Bearing
2016,Needle roller bearings,16848240,1.878,16848240,1.873,848240,Bearing
2017,Needle roller bearings,16848240,1.855,16848240,1.858,848240,Bearing
2003,Cylindrical roller bearings (excl. of 8482.20-8482.40),16848250,0.738065,,,848250,Bearing
2004,Cylindrical roller bearings (excl. of 8482.20-8482.40),16848250,0.736,,,848250,Bearing
2005,Cylindrical roller bearings (excl. of 8482.20-8482.40),16848250,0.561,,,848250,Bearing
2006,Cylindrical roller bearings (excl. of 8482.20-8482.40),16848250,0.974,,,848250,Bearing
2007,Cylindrical roller bearings (excl. of 8482.20-8482.40),16848250,1.017,,,848250,Bearing
2008,Cylindrical roller bearings (excl. of 8482.20-8482.40),16848250,0.364,16848250,0.481119,848250,Bearing
2009,Cylindrical roller bearings (excl. of 8482.20-8482.40),16848250,1.35,16848250,0.964,848250,Bearing
2010,Cylindrical roller bearings (excl. of 8482.20-8482.40),16848250,0.603,16848250,0.506,848250,Bearing
2011,Cylindrical roller bearings (excl. of 8482.20-8482.40),16848250,0.832,16848250,0.677,848250,Bearing
2012,Cylindrical roller bearings (excl. of 8482.20-8482.40),16848250,0.991,16848250,0.956,848250,Bearing
2013,Cylindrical roller bearings (excl. of 8482.20-8482.40),16848250,0.879,16848250,0.829,848250,Bearing
2014,Cylindrical roller bearings (excl. of 8482.20-8482.40),16848250,0.912,16848250,0.917,848250,Bearing
2015,Cylindrical roller bearings (excl. of 8482.20-8482.40),16848250,0.954,16848250,0.947,848250,Bearing
2016,Cylindrical roller bearings (excl. of 8482.20-8482.40),16848250,1.222,16848250,1.122,848250,Bearing
2017,Cylindrical roller bearings (excl. of 8482.20-8482.40),16848250,1.027,16848250,1.033,848250,Bearing
2003,"Bearings, incl. combined ball/roller bearings (excl. of 8482.10-8482.50)",16848280,0.576322,,,848280,Bearing
2004,"Bearings, incl. combined ball/roller bearings (excl. of 8482.10-8482.50)",16848280,0.692,,,848280,Bearing
2005,"Bearings, incl. combined ball/roller bearings (excl. of 8482.10-8482.50)",16848280,1.282,,,848280,Bearing
2006,"Bearings, incl. combined ball/roller bearings (excl. of 8482.10-8482.50)",16848280,1.167,,,848280,Bearing
2007,"Bearings, incl. combined ball/roller bearings (excl. of 8482.10-8482.50)",16848280,0.655,,,848280,Bearing
2008,"Bearings, incl. combined ball/roller bearings (excl. of 8482.10-8482.50)",16848280,0.637,16848280,0.479115,848280,Bearing
2009,"Bearings, incl. combined ball/roller bearings (excl. of 8482.10-8482.50)",16848280,0.614,16848280,0.58,848280,Bearing
2010,"Bearings, incl. combined ball/roller bearings (excl. of 8482.10-8482.50)",16848280,0.668,16848280,0.647,848280,Bearing
2011,"Bearings, incl. combined ball/roller bearings (excl. of 8482.10-8482.50)",16848280,0.61,16848280,0.533,848280,Bearing
2012,"Bearings, incl. combined ball/roller bearings (excl. of 8482.10-8482.50)",16848280,1.024,16848280,0.873,848280,Bearing
2013,"Bearings, incl. combined ball/roller bearings (excl. of 8482.10-8482.50)",16848280,0.734,16848280,0.475,848280,Bearing
2014,"Bearings, incl. combined ball/roller bearings (excl. of 8482.10-8482.50)",16848280,1.224,16848280,1.065,848280,Bearing
2015,"Bearings, incl. combined ball/roller bearings (excl. of 8482.10-8482.50)",16848280,0.564,16848280,0.409,848280,Bearing
2016,"Bearings, incl. combined ball/roller bearings (excl. of 8482.10-8482.50)",16848280,1.134,16848280,1.129,848280,Bearing
2017,"Bearings, incl. combined ball/roller bearings (excl. of 8482.10-8482.50)",16848280,0.938,16848280,0.928,848280,Bearing
2003,"Parts, other than balls, needles & rollers, for the bearings of 8482.10-848 ...",16848299,0.934749,,,848299,Bearing
2004,"Parts, other than balls, needles & rollers, for the bearings of 8482.10-848 ...",16848299,0.82,,,848299,Bearing
2005,"Parts, other than balls, needles & rollers, for the bearings of 8482.10-848 ...",16848299,0.98,,,848299,Bearing
2006,"Parts, other than balls, needles & rollers, for the bearings of 8482.10-848 ...",16848299,1.059,,,848299,Bearing
2007,"Parts, other than balls, needles & rollers, for the bearings of 8482.10-848 ...",16848299,1.188,,,848299,Bearing
2008,"Parts, other than balls, needles & rollers, for the bearings of 8482.10-848 ...",16848299,1.036,16848299,0.916851,848299,Bearing
2009,"Parts, other than balls, needles & rollers, for the bearings of 8482.10-848 ...",16848299,0.889,16848299,0.812,848299,Bearing
2010,"Parts, other than balls, needles & rollers, for the bearings of 8482.10-848 ...",16848299,0.81,16848299,0.655,848299,Bearing
2011,"Parts, other than balls, needles & rollers, for the bearings of 8482.10-848 ...",16848299,0.889,16848299,0.892,848299,Bearing
2012,"Parts, other than balls, needles & rollers, for the bearings of 8482.10-848 ...",16848299,0.823,16848299,0.799,848299,Bearing
2013,"Parts, other than balls, needles & rollers, for the bearings of 8482.10-848 ...",16848299,0.802,16848299,0.77,848299,Bearing
2014,"Parts, other than balls, needles & rollers, for the bearings of 8482.10-848 ...",16848299,0.869,16848299,0.857,848299,Bearing
2015,"Parts, other than balls, needles & rollers, for the bearings of 8482.10-848 ...",16848299,0.827,16848299,0.828,848299,Bearing
2016,"Parts, other than balls, needles & rollers, for the bearings of 8482.10-848 ...",16848299,0.934,16848299,0.946,848299,Bearing
2017,"Parts, other than balls, needles & rollers, for the bearings of 8482.10-848 ...",16848299,0.839,16848299,0.846,848299,Bearing
2003,"Bearing housings, incorp. ball/roller bearings",16848320,1.33383,,,848320,Bearing
2004,"Bearing housings, incorp. ball/roller bearings",16848320,1.494,,,848320,Bearing
2005,"Bearing housings, incorp. ball/roller bearings",16848320,1.248,,,848320,Bearing
2006,"Bearing housings, incorp. ball/roller bearings",16848320,1.434,,,848320,Bearing
2007,"Bearing housings, incorp. ball/roller bearings",16848320,1.191,,,848320,Bearing
2008,"Bearing housings, incorp. ball/roller bearings",16848320,1.067,16848320,1.18464,848320,Bearing
2009,"Bearing housings, incorp. ball/roller bearings",16848320,1.499,16848320,1.636,848320,Bearing
2010,"Bearing housings, incorp. ball/roller bearings",16848320,1.434,16848320,1.381,848320,Bearing
2011,"Bearing housings, incorp. ball/roller bearings",16848320,1.208,16848320,1.183,848320,Bearing
2012,"Bearing housings, incorp. ball/roller bearings",16848320,1.231,16848320,1.28,848320,Bearing
2013,"Bearing housings, incorp. ball/roller bearings",16848320,1.143,16848320,1.406,848320,Bearing
2014,"Bearing housings, incorp. ball/roller bearings",16848320,1.401,16848320,1.38,848320,Bearing
2015,"Bearing housings, incorp. ball/roller bearings",16848320,1.34,16848320,1.329,848320,Bearing
2016,"Bearing housings, incorp. ball/roller bearings",16848320,1.141,16848320,1.144,848320,Bearing
2017,"Bearing housings, incorp. ball/roller bearings",16848320,1.108,16848320,1.112,848320,Bearing
2003,"Bearing housings, not incorp. ball/roller bearings; plain shaft bearings",16848330,1.64268,,,848330,Bearing
2004,"Bearing housings, not incorp. ball/roller bearings; plain shaft bearings",16848330,1.732,,,848330,Bearing
2005,"Bearing housings, not incorp. ball/roller bearings; plain shaft bearings",16848330,1.397,,,848330,Bearing
2006,"Bearing housings, not incorp. ball/roller bearings; plain shaft bearings",16848330,1.518,,,848330,Bearing
2007,"Bearing housings, not incorp. ball/roller bearings; plain shaft bearings",16848330,1.514,,,848330,Bearing
